Test,Accuracy
T0101,0.682860917607
T0102,0.684061974538
T0103,0.678897429738
T0104,0.691508527504
T0105,0.676915685804
T0106,0.65980062455
T0107,0.676915685804
T0201,0.96787172712
T0401,0.898587719181
T0501,0.99381455681
T0502,0.994114821043
T0503,0.993153975498
T0504,0.994715349508
T0601,0.979108585283
T0602,0.979991119819
T0603,0.978162684431
T0604,0.981799065064
T0701,0.682620706221
T0801,0.632056209464
